requirement_id,line_no,summary,phase,artifact,validation,owner
R-3692,3692,"Specify optimum subtraction, error floor, transform, central tendency, dispersion, ranking direction, and failure encoding.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3694,3694,Verify definitions against benchmark evidence and release schema.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P4
R-3696,3696,Define units and estimands.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3697,3697,"For every claim, specify experimental unit, observation unit, task unit, aggregation, pairing key, and independence assumptions.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3699,3699,Prohibit run-level pseudoreplication for across-function claims.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3701,3701,Define descriptive outputs.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3702,3702,"Exact summaries, precision, missingness, tie rules, win/tie/loss basis, and ordering.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3705,3705,Define omnibus analyses.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3706,3706,Friedman design per suite/dimension when valid.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3707,3707,Nemenyi display conditions and task count.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3708,3708,No cross-dimension pooling unless separately justified.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3710,3710,Define pairwise families.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3711,3711,DT-GSK versus six comparators per suite/dimension by default.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P4
R-3712,3712,Valid pairing requirement.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3713,3713,Holm as primary correction when supported.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3714,3714,"BH only as separately labeled exploratory analysis, if retained.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3716,3716,Define effect and interval analyses.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3717,3717,"A12 direction, data level, and reporting.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3718,3718,"BCa statistic, resampling unit, hierarchy, seed, resample count, confidence level, and failure handling.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3720,3720,Attach to every planned significance/headline claim.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3722,3722,Define convergence analysis.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3723,3723,"Checkpoint alignment, aggregation, uncertainty, failure rule.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3724,3724,"Create selection rubric before rendering: primary performance representativeness, function-class coverage, one hard case, and no favorabl...",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3727,3727,Write `curve_selection_rule.md` and reserve `curve_selection.csv`.,5,curve_selection_rule.md,Phase 5 validation procedures + Gate 5 review,P3
R-3729,3729,Define secondary-suite analysis.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P4
R-3730,3730,Role of CEC2013 and CEC2011.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P4
R-3731,3731,No “independent” or “holdout” language unless verified.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3732,3732,Same tests only when design supports them.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3734,3734,Define parameter-sensitivity treatment.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3735,3735,"Exploratory status, n = 3 limitation, grid/range, tasks, and claims.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P9
R-3736,3736,Do not mix with ablation.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3738,3738,Define cost analysis.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3739,3739,"Metrics, environment, dimensions, repetitions, normalization, and confidence interval.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3741,3741,Separate objective and algorithmic cost.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P2
R-3743,3743,Define robustness checks.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3744,3744,"Error floor, summary statistic, disputed cells, influence, pairing, correction family, and dimension aggregation.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3747,3747,Define source-resolution policy.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3748,3748,Per-function versus per-run input for each exhibit.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3749,3749,Record in `exhibit_plan.csv` and manuscript setup.,5,exhibit_plan.csv,Phase 5 validation procedures + Gate 5 review,P3
R-3750,3750,Reject any analysis whose resolution is unavailable or invalid.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3752,3752,Define strict-source execution.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P5
R-3753,3753,Configure source guard and release ID.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P5
R-3754,3754,Specify the output directory — the controlled analysis area `papers/analysis/<release_id>/<suite>/` (Section 7.13) — and the source-use log.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P4
R-3757,3757,Require failure if any empirical input is outside the release.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3759,3759,Define deterministic outputs.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P5
R-3760,3760,"File names, schemas, sort order, floating-point formatting, RNG seeds, locale, and software versions.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P4
R-3763,3763,Write claim-to-analysis bindings.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3764,3764,Every planned numerical/statistical claim receives an analysis ID.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3765,3765,"Every analysis ID has a source, method, and output row.",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3767,3767,Pre-register final ablation plan at design level only.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3768,3768,"Define component toggles, remove-one, direct SGSM, incremental/add-one or cumulative design, statistical family, overhead, convergence, a...",5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3771,3771,Mark every output `PHASE_12_ONLY`.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3772,3772,Do not execute objective evaluations or inspect historical results.,5,statistical_analysis_plan.md,Phase 5 validation procedures + Gate 5 review,P3
R-3776,3776,`statistical_analysis_plan.md`,5,statistical_analysis_plan.md,Gate 5 artifact presence/schema check,P3
R-3777,3777,`analysis_registry.csv`,5,analysis_registry.csv,Gate 5 artifact presence/schema check,P3
R-3778,3778,updated `claims_evidence_matrix.csv`,5,claims_evidence_matrix.csv,Gate 5 artifact presence/schema check,P9
R-3779,3779,updated `exhibit_plan.csv`,5,exhibit_plan.csv,Gate 5 artifact presence/schema check,P3
R-3780,3780,`curve_selection_rule.md`,5,curve_selection_rule.md,Gate 5 artifact presence/schema check,P3
R-3781,3781,`source_resolution_map.csv`,5,source_resolution_map.csv,Gate 5 artifact presence/schema check,P3
R-3782,3782,`robustness_plan.md`,5,robustness_plan.md,Gate 5 artifact presence/schema check,P3
R-3783,3783,`cost_analysis_plan.md`,5,cost_analysis_plan.md,Gate 5 artifact presence/schema check,P3
R-3784,3784,`ablation_preregistration.md` marked Phase 12 only,5,ablation_preregistration.md,Gate 5 artifact presence/schema check,P3
R-3785,3785,`analysis_output_schemas/`,5,analysis_output_schemas/,Gate 5 artifact presence/schema check,P3
R-3789,3789,Validate each claim has a compatible analysis ID or non-empirical evidence.,5,PHASE_5_gate_report.md,executed in Phase 5 VALIDATION state; evidence in gate report,P3
R-3790,3790,Check every paired test against comparability/pairing status.,5,PHASE_5_gate_report.md,executed in Phase 5 VALIDATION state; evidence in gate report,P3
R-3791,3791,Check every correction family is explicitly enumerated.,5,PHASE_5_gate_report.md,executed in Phase 5 VALIDATION state; evidence in gate report,P3
R-3792,3792,Check every headline result has effect-size and interval definitions.,5,PHASE_5_gate_report.md,executed in Phase 5 VALIDATION state; evidence in gate report,P3
R-3793,3793,Check no analysis reads a forbidden source.,5,PHASE_5_gate_report.md,executed in Phase 5 VALIDATION state; evidence in gate report,P3
R-3794,3794,Check final ablation design is registered but not executed.,5,PHASE_5_gate_report.md,executed in Phase 5 VALIDATION state; evidence in gate report,P3
R-3798,3798,P3 independently re-derives units and hypothesis families.,5,PHASE_5_gate_report.md,independent check recorded at Gate 5,P3
R-3799,3799,P4 verifies data resolution and pairing availability.,5,PHASE_5_gate_report.md,independent check recorded at Gate 5,P4
R-3800,3800,P5 verifies deterministic source-guarded command design.,5,PHASE_5_gate_report.md,independent check recorded at Gate 5,P5
