artifact_id,artifact_path,artifact_type,manuscript_label,generator_script,generator_command,source_paths,source_checksums,analysis_id,evidence_release_id,commit_sha,output_checksum,scope,latex_location,word_location,validation_status
FIG-CD-D30 (plan F01-D30),papers/figures/nemenyi/nemenyi_cd_cec2017_D30.pdf;papers/figures/nemenyi/nemenyi_cd_cec2017_D30.png,figure,fig:cd-cec2017,papers/scripts/generate_nemenyi_cd.py,python papers/scripts/generate_nemenyi_cd.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D30.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/nemenyi_cd_cec2017_D30.csv,friedman_ranks_cec2017_D30.csv=c21a194aaac75307d288ee3db79ed52bcaf186e60a477058ea81ecdb1b614928;nemenyi_cd_cec2017_D30.csv=013a580fdf4f0f1bc206d4c247ee92c67e36ebc2668f57b34654f7a2bd0d5d01,AN-OMNI-2017-D30,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),nemenyi_cd_cec2017_D30.pdf=4460dfd1abe05d365dd2b181abec4de3da21c2d83013bea6f47329fd495386e3;nemenyi_cd_cec2017_D30.png=fa25572f4d5311633c645be9bff981774f436db07567a0afb03c48c7ba4f4653,main,performance.tex:513,pending-phase9 (Word figure embed),validated-value-level (PDF text vs bundle ranks/CD; omnibus gate re-checked; papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:cd-d30' (label did not exist in the shipped sources)
FIG-CD-D50 (plan F01-D50),papers/figures/nemenyi/nemenyi_cd_cec2017_D50.pdf;papers/figures/nemenyi/nemenyi_cd_cec2017_D50.png,figure,fig:cd-cec2017,papers/scripts/generate_nemenyi_cd.py,python papers/scripts/generate_nemenyi_cd.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D50.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/nemenyi_cd_cec2017_D50.csv,friedman_ranks_cec2017_D50.csv=c7915a9ced06087d7a6556514935818ed3b44fad5a52ce5196b5ca9e907ba06b;nemenyi_cd_cec2017_D50.csv=c91845e4144359911834dc23c845cb3c8871004c8cd7ff40d4658298c371268d,AN-OMNI-2017-D50,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),nemenyi_cd_cec2017_D50.pdf=d07f628d0d37d85ee8c0c7179b0d7997101d7a18bc24050b868498da0e332153;nemenyi_cd_cec2017_D50.png=a20609cfa67bc02493572456da68b566878cfe70a6e5c1560b225b23441a9e29,main,performance.tex:513,pending-phase9 (Word figure embed),validated-value-level (PDF text vs bundle ranks/CD; omnibus gate re-checked; papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:cd-d50' (label did not exist in the shipped sources)
FIG-CD-D100 (plan F01-D100),papers/figures/nemenyi/nemenyi_cd_cec2017_D100.pdf;papers/figures/nemenyi/nemenyi_cd_cec2017_D100.png,figure,fig:cd-cec2017,papers/scripts/generate_nemenyi_cd.py,python papers/scripts/generate_nemenyi_cd.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D100.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/nemenyi_cd_cec2017_D100.csv,friedman_ranks_cec2017_D100.csv=8e98b10adcea3ff66452e197403c2d37adb2fc8d5f78d7937b20ce730e34340f;nemenyi_cd_cec2017_D100.csv=9bce124ff38245c4d0cf17ee7d238583989eeeaee5c201ad488556289d297272,AN-OMNI-2017-D100,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),nemenyi_cd_cec2017_D100.pdf=5910f0085461c6c565bba4f1fe01fa3745ddc9d7f176ddbc40cca6c07b0b4506;nemenyi_cd_cec2017_D100.png=069594bc4ecadd5740e8263e38c6db9ae4aeb94268d8ea916bc073185f9da6dc,main,performance.tex:513,pending-phase9 (Word figure embed),validated-value-level (PDF text vs bundle ranks/CD; omnibus gate re-checked; papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:cd-d100' (label did not exist in the shipped sources)
FIG-RANK-VS-DIM (plan F03),papers/figures/ranks/rank_vs_dim_cec2017.pdf;papers/figures/ranks/rank_vs_dim_cec2017.png,figure,fig:supp-rank-trend,papers/scripts/generate_rank_charts.py,python papers/scripts/generate_rank_charts.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2017/rank_trend_cec2017.csv,rank_trend_cec2017.csv=5892c767411b089f23d38d8613c985fb6e45e3181bd05f167c265fb0b6213d81,AN-TREND-2017,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),rank_vs_dim_cec2017.pdf=fe269c945c3af2dcf8994538bfaa67c6f0daa7c753eca883223343b6a6aeff8c;rank_vs_dim_cec2017.png=ce40c8b69bdd4fe2d962a4a77baf21ebbf9ead9664141f79c114423bf3782404,main,supplementary.tex:583,pending-phase9 (Word figure embed),"source-cross-validated (rank_trend == per-dim friedman CSVs, exact; papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:rank-vs-dim' (label did not exist in the shipped sources)"
FIG-CEC2017-RANKS (plan F05-RANKBAR),papers/figures/ranks/cec2017_mean_ranks.pdf;papers/figures/ranks/cec2017_mean_ranks.png,figure,fig:cec2017-ranks,papers/scripts/generate_rank_charts.py,python papers/scripts/generate_rank_charts.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D10.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D30.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D50.csv;papers/analysis/rel-2026-07-16-78f075cb0/cec2017/friedman_ranks_cec2017_D100.csv,friedman_ranks_cec2017_D10.csv=6e34631c796cd271d79ab16db79d9b7b20eff32a7ed02b67a01bc6959bf6a23c;friedman_ranks_cec2017_D30.csv=c21a194aaac75307d288ee3db79ed52bcaf186e60a477058ea81ecdb1b614928;friedman_ranks_cec2017_D50.csv=c7915a9ced06087d7a6556514935818ed3b44fad5a52ce5196b5ca9e907ba06b;friedman_ranks_cec2017_D100.csv=8e98b10adcea3ff66452e197403c2d37adb2fc8d5f78d7937b20ce730e34340f,AN-OMNI-2017-D10;AN-OMNI-2017-D30;AN-OMNI-2017-D50;AN-OMNI-2017-D100,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2017_mean_ranks.pdf=a6cb579443da0e6b7dbb8b70842fe77983c6197b71ea006c0873ff648f712e36;cec2017_mean_ranks.png=ee93cbad9ab5914846f82603f033ec4a4d0c82c736b97d91d67a28fa5cbbefa7,main,performance.tex:396,pending-phase9 (Word figure embed),source-cross-validated (friedman CSVs == rank_trend == staged T16.csv; papers/build_prompt_phases/phase_07/exhibit_validation_report.md)
FIG-CEC2011-RANKS (plan F04-CEC2011),papers/figures/ranks/cec2011_ranks.pdf;papers/figures/ranks/cec2011_ranks.png,figure,fig:cec2011-ranks,papers/scripts/generate_rank_charts.py,python papers/scripts/generate_rank_charts.py,papers/analysis/rel-2026-07-16-78f075cb0/cec2011/friedman_ranks_cec2011.csv,friedman_ranks_cec2011.csv=aed7e89943e7a7ef7cd9d61efe98a2625862c0fa177bff02b8342abbb21f9a55,AN-OMNI-2011-NATIVE,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),cec2011_ranks.pdf=33abc4ebec47f7f397337a2ded762a79698d9879a9c10d25ed441961c98d5852;cec2011_ranks.png=e1aa07b8b21426f4e5e3f794a631487092c67042c0041d1439ea7ee84e97438f,main,performance.tex:622,pending-phase9 (Word figure embed),validated-value-level (PDF bar labels vs bundle ranks; papers/build_prompt_phases/phase_07/exhibit_validation_report.md)
FIG-FRIEDMAN-OVERALL (LEGACY fig:friedman_bar_gsk),papers/figures/ranks/friedman_gsk_family.pdf;papers/figures/ranks/friedman_gsk_family.png,figure,fig:supp-overall-ranks,papers/scripts/generate_rank_charts.py,python papers/scripts/generate_rank_charts.py,benchmarks/cec_reference_results/_paper_tables/T16.csv,T16.csv=e7283882d27cd624d0ed38f2b8e414ba83faf7726e968588970b0308138ff446,AN-RANKAGG-2017-OVERALL,rel-2026-07-16-78f075cb0,pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),friedman_gsk_family.pdf=d8351bba60371da70326a7bc4e371e655fd05374e18977533ad0962a94014390;friedman_gsk_family.png=14ca163be30558073a17de2a0f12e59a157e1d57017604674f6ab9069f97d84d,main,sections/performance.tex,pending-phase9 (Word figure embed),validated-value-level (PDF bar labels vs staged T16 Overall; papers/build_prompt_phases/phase_07/exhibit_validation_report.md) | SE-022 2026-07-22: manuscript_label repaired from 'fig:friedman_bar_gsk' (label did not exist in the shipped sources)
FIG-NLPSR (plan F-NLPSR),papers/figures/concept/fig_nlpsr_schedule.pdf;papers/figures/concept/fig_nlpsr_schedule.png,figure-conceptual,fig:nlpsr-schedule,papers/scripts/generate_nlpsr_trajectory.py,python papers/scripts/generate_nlpsr_trajectory.py,papers/build_prompt_phases/phase_03/equation_registry.csv;papers/build_prompt_phases/phase_03/parameter_table.md,equation_registry.csv=2002e259016d5f4e1c277f90f08ff67e7cdb6d6ac43a5b5997fc3f8af9fecfcb;parameter_table.md=36b67f171e948f7dea19b7b654a7dc47258773d97567da42590bc9aecef11ea2,n/a (authored conceptual art; analytic E5 only for F-NLPSR),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),fig_nlpsr_schedule.pdf=eae9cf16f5964c698ca5b86850ddbd343257302bb2fe74fa056e0fd610329ab3;fig_nlpsr_schedule.png=10fb5c18c1a5b50e8eac586ceffc78640e812899e753ccb5b673334c46bfa414,supplement,supplementary.tex:965,papers/figures/concept/sources/diagram_word_plan.md,"authored-visual-qa (spec conformance verified, papers/build_prompt_phases/phase_07/method_artifacts_report.md; no empirical values by design)"
FIG-ARCH (plan F-ARCH),papers/sections/proposed_algorithm.tex (native LaTeX/Word table),table-native (converted from figure-conceptual),tab:architecture,n/a (authored inline as native table),n/a,papers/build_prompt_phases/phase_04/conceptual_figure_specs.md;papers/build_prompt_phases/phase_03/algorithm_pseudocode.md;papers/build_prompt_phases/phase_03/parameter_table.md,conceptual_figure_specs.md=c157371fcc5b3a1db23198b33ab4fa1b58ef8508d10cd0cdf03cdc4e00a574fa;algorithm_pseudocode.md=47117408842f87a2e72815f46a987f4ed58dac36833892c44ab71136ac4c3b8d;parameter_table.md=36b67f171e948f7dea19b7b654a7dc47258773d97567da42590bc9aecef11ea2,n/a (authored conceptual art; analytic E5 only for F-NLPSR),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),n/a (inline native table; no separate binary asset),main,"Section~3 Architecture Overview; \label{fig:architecture} (native tabular, formerly matplotlib PDF)",native w:tbl in DOCX (build_docx.py pandoc tabular path),native-table conversion (R2 Ticket 3): former matplotlib asset retired and un-tracked; label renders as a native LaTeX tabular / editable Word table; verified no \includegraphics of this artifact remains in the build | SE-022 2026-07-22: manuscript_label repaired from 'fig:architecture' (label did not exist in the shipped sources)
FIG-SGSM-MECH (plan F-SGSM-MECH),papers/sections/proposed_algorithm.tex (native LaTeX/Word table),table-native (converted from figure-conceptual),tab:sgsm-mechanism,n/a (authored inline as native table),n/a,papers/build_prompt_phases/phase_04/conceptual_figure_specs.md;papers/build_prompt_phases/phase_03/equation_registry.csv,conceptual_figure_specs.md=c157371fcc5b3a1db23198b33ab4fa1b58ef8508d10cd0cdf03cdc4e00a574fa;equation_registry.csv=2002e259016d5f4e1c277f90f08ff67e7cdb6d6ac43a5b5997fc3f8af9fecfcb,n/a (authored conceptual art; analytic E5 only for F-NLPSR),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),n/a (inline native table; no separate binary asset),main,"Section~3 Contribution~C1; \label{fig:sgsm-mechanism} (native tabular, formerly matplotlib PDF)",native w:tbl in DOCX (build_docx.py pandoc tabular path),native-table conversion (R2 Ticket 3): former matplotlib asset retired and un-tracked; label renders as a native LaTeX tabular / editable Word table; verified no \includegraphics of this artifact remains in the build | SE-022 2026-07-22: manuscript_label repaired from 'fig:sgsm-mechanism' (label did not exist in the shipped sources)
FIG-GATING (plan F-GATING),papers/sections/proposed_algorithm.tex (native LaTeX/Word table),table-native (converted from figure-conceptual),tab:dim-gating,n/a (authored inline as native table),n/a,papers/build_prompt_phases/phase_04/conceptual_figure_specs.md;papers/build_prompt_phases/phase_03/parameter_table.md;papers/build_prompt_phases/phase_03/algorithm_pseudocode.md,conceptual_figure_specs.md=c157371fcc5b3a1db23198b33ab4fa1b58ef8508d10cd0cdf03cdc4e00a574fa;parameter_table.md=36b67f171e948f7dea19b7b654a7dc47258773d97567da42590bc9aecef11ea2;algorithm_pseudocode.md=47117408842f87a2e72815f46a987f4ed58dac36833892c44ab71136ac4c3b8d,n/a (authored conceptual art; analytic E5 only for F-NLPSR),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),n/a (inline native table; no separate binary asset),main,"Section~3 Dimension Gating; \label{fig:dim-gating} (native tabular, formerly matplotlib PDF)",native w:tbl in DOCX (build_docx.py pandoc tabular path),native-table conversion (R2 Ticket 3): former matplotlib asset retired and un-tracked; label renders as a native LaTeX tabular / editable Word table; verified no \includegraphics of this artifact remains in the build | SE-022 2026-07-22: manuscript_label repaired from 'fig:dim-gating' (label did not exist in the shipped sources)
FIG-TAXONOMY (plan F-TAXONOMY),papers/sections/related_work.tex (native LaTeX/Word table),table-native (converted from figure-conceptual),tab:taxonomy,n/a (authored inline as native table),n/a,papers/build_prompt_phases/phase_04/conceptual_figure_specs.md;papers/build_prompt_phases/phase_04/novelty_scope.md,conceptual_figure_specs.md=c157371fcc5b3a1db23198b33ab4fa1b58ef8508d10cd0cdf03cdc4e00a574fa;novelty_scope.md=8e163667ff5dabd5760a48be0a26ec96f7c1d5877c067e22325a59683299f39d,n/a (authored conceptual art; analytic E5 only for F-NLPSR),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),n/a (inline native table; no separate binary asset),main,"Section~2 Related Work; \label{fig:taxonomy} (native tabular, formerly matplotlib PDF)",native w:tbl in DOCX (build_docx.py pandoc tabular path),native-table conversion (R2 Ticket 3): former matplotlib asset retired and un-tracked; label renders as a native LaTeX tabular / editable Word table; verified no \includegraphics of this artifact remains in the build | SE-022 2026-07-22: manuscript_label repaired from 'fig:taxonomy' (label did not exist in the shipped sources)
ART-NOTATION (plan T-NOTATION),papers/build_prompt_phases/phase_03/notation_table.tex;papers/build_prompt_phases/phase_03/notation_table_scaffold.tex;papers/build_prompt_phases/phase_03/notation_table_ism.tex,table-authored,tab:notation;tab:notation-scaffold;tab:notation-ism;tab:notation-rng,authored transcription (Phase 7 task C; no generator script),n/a,papers/build_prompt_phases/phase_03/notation_table.md,notation_table.md=3b83c324b003dc4d2c0889862ff72c6f7e08e8aadae4c11cdb75789a564b3752,n/a (method definition; no empirical values),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),notation_table.tex=146a4c2141e1c9b04e6aa0dc4e120da370bf90f7f26e7e6a4ab6a2f3f093ff62;notation_table_scaffold.tex=5aaa6208f8bc64bc5f0efeeb7ee684eb773c2e8f64489147e830bf5e482d633c;notation_table_ism.tex=a5710d733dc073519d4a4ed462237a78574fdda93743e4d5c7dfe8a2a6410b60,main,supplementary.tex:1042,pending-phase9 (Word native build),canonical-transcription-verified (papers/build_prompt_phases/phase_07/method_artifacts_report.md) | SE-022 CORRECTED 2026-07-22: an earlier pass wrongly marked this row as having no manuscript float. Its labels ARE defined -- in the phase_03 files that main.tex \input's. validate_artifact_labels.py now follows \input recursively.
ART-PSEUDOCODE (plan A1),papers/build_prompt_phases/phase_03/algorithm_pseudocode.tex,algorithm,alg:dt-gsk,authored transcription (Phase 7 task C; no generator script),n/a,papers/build_prompt_phases/phase_03/algorithm_pseudocode.md,algorithm_pseudocode.md=47117408842f87a2e72815f46a987f4ed58dac36833892c44ab71136ac4c3b8d,n/a (method definition; no empirical values),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),algorithm_pseudocode.tex=4496c205e624a948c4acd490dd4808da26ea0984bab83e9c56b16f59d1fdf78e,main,pending-phase8-rewire,pending-phase9 (Word native build),canonical-transcription-verified (papers/build_prompt_phases/phase_07/method_artifacts_report.md) | SE-022 CORRECTED 2026-07-22: an earlier pass wrongly marked this row as having no manuscript float. Its labels ARE defined -- in the phase_03 files that main.tex \input's. validate_artifact_labels.py now follows \input recursively.
ART-PARAMS (plan T-PARAMS),papers/build_prompt_phases/phase_03/parameter_table.tex,table-authored,tab:parameters,authored transcription (Phase 7 task C; no generator script),n/a,papers/build_prompt_phases/phase_03/parameter_table.md;papers/build_prompt_phases/phase_03/algorithm_freeze_manifest.json,parameter_table.md=36b67f171e948f7dea19b7b654a7dc47258773d97567da42590bc9aecef11ea2;algorithm_freeze_manifest.json=4429ac8c9899902af7882d362ff6930d35f1deb076b563096784c9682a159772,n/a (method definition; no empirical values),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),parameter_table.tex=eb5a7d0d88b851d92bc4ac0687b7f053425b3f2deb51d23fb7a2e26396edad8d,main,pending-phase8-rewire,pending-phase9 (Word native build),canonical-transcription-verified (papers/build_prompt_phases/phase_07/method_artifacts_report.md) | SE-022 CORRECTED 2026-07-22: an earlier pass wrongly marked this row as having no manuscript float. Its labels ARE defined -- in the phase_03 files that main.tex \input's. validate_artifact_labels.py now follows \input recursively.
ART-EQUATIONS (plan E1a-E12),papers/build_prompt_phases/phase_03/equations.tex,equation-set,eq:junior-idx;eq:senior-idx;eq:kexp-schedule;eq:gsk-update;eq:kr-mask;eq:nlpsr;eq:ace-update;eq:midpoint-repair;eq:greedy-accept;eq:bse-cauchy;eq:sgsm-graph;eq:eigen-polish;eq:rng-substreams,authored transcription (Phase 7 task C; no generator script),n/a,papers/build_prompt_phases/phase_03/equation_registry.csv,equation_registry.csv=2002e259016d5f4e1c277f90f08ff67e7cdb6d6ac43a5b5997fc3f8af9fecfcb,n/a (method definition; no empirical values),n/a (authored; no empirical source),pre-migration monorepo working tree (SHA does not resolve in this repository; provenance is the evidence-release manifest in evidence_release_id),equations.tex=520de2e08df0df954968831d54deeae8c95f09acc7ede4320260bec9dea57603,main,pending-phase8-rewire,pending-phase9 (Word native build),canonical-transcription-verified (papers/build_prompt_phases/phase_07/method_artifacts_report.md) | SE-022 CORRECTED 2026-07-22: an earlier pass wrongly marked this row as having no manuscript float. Its labels ARE defined -- in the phase_03 files that main.tex \input's. validate_artifact_labels.py now follows \input recursively.
TAB-SA03 (SE-046 CEC2013 pairwise matrix),papers/tables/SA03.tex,table,tab:cec2013-pairwise,papers/scripts/generate_cec2013_pairwise.py,python papers/scripts/generate_cec2013_pairwise.py,papers/analysis/rel-2026-07-20-67d9345f9/cec2013/wilcoxon_holm_cec2013_D10.csv;papers/analysis/rel-2026-07-20-67d9345f9/cec2013/wilcoxon_holm_cec2013_D30.csv;papers/analysis/rel-2026-07-20-67d9345f9/cec2013/wilcoxon_holm_cec2013_D50.csv,wilcoxon_holm_cec2013_D10.csv=7420611265a1f3de9327a204dcf0715c65757626977b5469446d9e10e2bdc1e3;wilcoxon_holm_cec2013_D30.csv=6f255dae29ab46daa02909efeac344aa076ddfc30602900a4f56b010adcd044a;wilcoxon_holm_cec2013_D50.csv=4a91ac411d76cedd25fdf4585bc5326e09b7c76cbbad7b6fb061bb5ff694a8f0,AN-PW-2013-D10;AN-PW-2013-D30;AN-PW-2013-D50,rel-2026-07-20-67d9345f9,working-tree 2026-07-22 (uncommitted working tree; provenance is the evidence-release manifest in evidence_release_id),SA03.tex=9ab85c827105f98629846166c9de0fb08c6e3207ef8752f7c95baedb695026a2,supplement,"supplementary.tex (Section S2, after tab:cec2013_wilcoxon)",native w:tbl in supplementary.docx (build_docx.py pandoc tabular path),SE-046: the six-comparator CEC2013 matrix underlying the reported standing appeared in neither document -- the main text prints only the DT-GSK-vs-GSK column. Typeset here directly from the promoted release; NO value is recomputed and no optimizer is re-run. Win/tie/loss columns deliberately omitted: no released CEC2013 artifact records them.
AN-BCA-RANK-2017 (SE-046 rank-interval CSV),papers/analysis/rel-2026-07-20-67d9345f9/cec2017/bca_rank_ci_cec2017.csv,analysis-csv,tab:bca-ci,papers/scripts/generate_t16_bca.py,python papers/scripts/generate_t16_bca.py,papers/analysis/rel-2026-07-20-67d9345f9/cec2017/descriptive_stats_cec2017_D10.csv;papers/analysis/rel-2026-07-20-67d9345f9/cec2017/descriptive_stats_cec2017_D30.csv;papers/analysis/rel-2026-07-20-67d9345f9/cec2017/descriptive_stats_cec2017_D50.csv;papers/analysis/rel-2026-07-20-67d9345f9/cec2017/descriptive_stats_cec2017_D100.csv,descriptive_stats_cec2017_D10.csv=db7e7c46973867f209dff582d587172f6700394a332c183ad41369cb6c03c5e2;descriptive_stats_cec2017_D30.csv=833d870ce50dd3e23f379fd59f18e3e87f238cb3fe5c5927262a37050e87a670;descriptive_stats_cec2017_D50.csv=d1e47ba789121466d2f420902e190b63ce2be561bbf9a075ac45744425b589b6;descriptive_stats_cec2017_D100.csv=b4a9c54f61ae6d6c3d00ee563300ab850b815542dcda8887f924747a4e10538b,AN-BCA-RANK-2017,rel-2026-07-20-67d9345f9,working-tree 2026-07-22 (uncommitted working tree; provenance is the evidence-release manifest in evidence_release_id),bca_rank_ci_cec2017.csv=f8bc6f0f5504810740c5c6648f856d16c437baf39c34256ab527e716a968ca8f,supplement,machine-readable companion to Table tab:bca-ci (T16_bca.tex),n/a (data file; not embedded),"SE-046: the BCa RANK intervals existed only inside the typeset table -- the released bca_ci_*.csv files hold a different estimand (intervals on per-function mean DIFFERENCES). This CSV carries the 28 rank rows (7 algorithms x 4 dimensions) behind T16_bca.tex. Verified: the generator reproduces the SHIPPED T16_bca.tex byte-identically from both the superseded rel-2026-07-16-78f075cb0 and the promoted release, so re-pointing its default moved no printed value."
EVT-T15 (claims token T15:cec2020_panel_results),papers/supplementary.tex (Section S8 authored inline tables; no separate exhibit files),evidence-token (authored inline supplement tables),tab:supp:cec2020:ranks;tab:supp:cec2020:omnibus;tab:supp:cec2020:pairwise;tab:supp:cec2020:pairwise-run;tab:supp:cec2020:effects;tab:supp:cec2020:robustness;tab:supp:cec2020-detail-d5;tab:supp:cec2020-detail-d10;tab:supp:cec2020-detail-d15;tab:supp:cec2020-detail-d20,"n/a (authored inline, Phase W2 machine transcription with per-value asserts; session generator not committed)",n/a,"papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/friedman_ranks_cec2020_{5,10,15,20,overall}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/nemenyi_cd_cec2020_{5,10,15,20}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/wilcoxon_holm_cec2020_{5,10,15,20}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/wilcoxon_run_cec2020_{5,10,15,20}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/effect_sizes_cec2020_{5,10,15,20}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/bca_ci_cec2020_{5,10,15,20}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/descriptive_stats_cec2020_{5,10,15,20}.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/robustness/robustness_cec2020.csv;papers/analysis/cec2020-rel-2026-07-29-5867abe1e/cec2020/robustness/robustness_cec2020_digest.md;papers/analysis/rel-2026-07-20-67d9345f9/cec2017/nemenyi_cd_cec2017_D10.csv",aggregate-sha256(5 files)=1bc900a25298b4c2dd653eabd799399589cd50030ce8cce77ee22536d3827aa0;aggregate-sha256(4 files)=4ed0d0109c07d2f0d6eeef028391db5a408f1463fd05ff0e72d9590a5aff48bc;aggregate-sha256(4 files)=91a615959027358004476c5ee6dc481ed998a9ac6f4e8f5be45564173232baf0;aggregate-sha256(4 files)=32291345d32fa7c12c65380ba769883f0b8adafdaee715a644bdc5ea5e540270;aggregate-sha256(4 files)=18afcf4615fa98b94f2b6328423ddeff329a1a8ac111da5e342fedead52fbdd9;aggregate-sha256(4 files)=0a9d096bb1504e890f414b179cd9c88b8200562887f1b3bb8b7ee7039913cd13;aggregate-sha256(4 files)=57f235897af818ad6fcf3c68568277ac30dccc1841c533546c9bef78f8eab03f;robustness_cec2020.csv=521e82ab3b77ddffb8480088c46c12e9f48dfc2045f6ed92a9b8a1019419b514;robustness_cec2020_digest.md=29992ff2c2f86da855667445fe6544c35320470fcb7204091db92d87f657b01f;nemenyi_cd_cec2017_D10.csv=8ff6d3912cf2783afc1d52a174b6b4598792237d4e7900a6a11892908a2973ed,AN-OMNI-2020-D5;AN-OMNI-2020-D10;AN-OMNI-2020-D15;AN-OMNI-2020-D20;AN-RANKAGG-2020-OVERALL;AN-PW-2020-D5;AN-PW-2020-D10;AN-PW-2020-D15;AN-PW-2020-D20;AN-PWRUN-2020-D5;AN-PWRUN-2020-D10;AN-PWRUN-2020-D15;AN-PWRUN-2020-D20;AN-EFF-2020-D5;AN-EFF-2020-D10;AN-EFF-2020-D15;AN-EFF-2020-D20;AN-ROB-2020,cec2020-rel-2026-07-29-5867abe1e,working-tree 2026-07-31 (uncommitted working tree; provenance is the evidence-release manifest in evidence_release_id),n/a (inline authored tables in papers/supplementary.tex; no separate binary asset),supplement,supplementary.tex Section S8 (sec:supp:cec2020); main-text recap sections/performance.tex (sec:exp:cec2020),"native w:tbl in supplementary DOCX (build_docx.py pandoc tabular path; authored inline, no word_sources JSON)","W3 token binding (2026-07-31): resolves claims_evidence_matrix token T15:cec2020_panel_results (RS-12, RESOLVED_AMENDMENT_2) to the ten authored S8 tables and the committed cec2020-rel-2026-07-29-5867abe1e CSVs; every printed value machine-transcribed with per-value asserts and the [AGSK first] outcome sentence diff-verified against SAP Amendment 2 A2.3 (Phase W2 report). Interim-inspection ledger sourced from decision_log.md D-0024. T17 word_sources filename NOT USED: Phase W1 created no generated main-text table for this suite (the only main-text tabular change is the authored transpose of tab:protocol)."
