line_no,classification,requirement_id,note
3519,integrated,R-3314,
3521,integrated,R-3316,
3522,integrated,R-3317,
3523,integrated,R-3318,
3524,integrated,R-3318,cont.
3525,integrated,R-3318,cont.
3526,integrated,R-3321,
3527,integrated,R-3322,
3529,integrated,R-3324,
3530,integrated,R-3325,
3531,integrated,R-3326,
3532,integrated,R-3327,
3534,structural_heading,,
3536,integrated,R-3331,
3537,integrated,R-3332,
3538,integrated,R-3333,
3539,integrated,R-3334,
3540,integrated,R-3335,
3541,integrated,R-3336,
3542,integrated,R-3337,
3543,integrated,R-3338,
3544,integrated,R-3339,
3545,integrated,R-3340,
3546,integrated,R-3341,
3547,integrated,R-3342,
3548,integrated,R-3343,
3550,integrated,R-3345,
3551,integrated,R-3345,cont.
3552,integrated,R-3345,cont.
3553,integrated,R-3345,cont.
3555,structural_heading,,
3557,integrated,R-3352,
3558,integrated,R-3353,
3559,integrated,R-3354,
3560,integrated,R-3355,
3561,integrated,R-3356,
3563,structural_heading,,
3565,integrated,R-3360,
3566,integrated,R-3361,
3567,integrated,R-3362,
3568,integrated,R-3363,
3570,structural_heading,,
3572,integrated,R-3367,
3573,integrated,R-3368,
3574,integrated,R-3369,
3575,integrated,R-3370,
3576,integrated,R-3371,
3578,structural_heading,,
3580,integrated,R-3375,
3581,integrated,R-3376,
3582,integrated,R-3377,
3583,integrated,R-3378,
3584,integrated,R-3379,
3585,integrated,R-3380,
3587,structural_heading,,
3589,integrated,R-3384,
3590,integrated,R-3384,cont.
3592,structural_heading,,
3594,structural_heading,,table header
3595,structural_heading,,table rule
3596,nonoperative,,risk-table row (context)
3597,nonoperative,,risk-table row (context)
3598,nonoperative,,risk-table row (context)
3599,nonoperative,,risk-table row (context)
3600,nonoperative,,risk-table row (context)
3602,structural_heading,,
3604,nonoperative,,assumption; tracked in assumption_register.csv
3605,nonoperative,,assumption; tracked in assumption_register.csv
3606,nonoperative,,assumption; tracked in assumption_register.csv
3608,structural_heading,,
3610,duplicate,,restates R-3308 ban on instrumenting profile-locked ISM core
3611,duplicate,,cont. of duplicate at 3405
3612,duplicate,,cont. of duplicate at 3405
3613,duplicate,,cont. of duplicate at 3405
3614,duplicate,,cont. of duplicate at 3405
3615,nonoperative,,"advisory mitigation, not mandatory"
3616,nonoperative,,"advisory mitigation, not mandatory"
3617,nonoperative,,"advisory mitigation, not mandatory"
3618,nonoperative,,"advisory mitigation, not mandatory"
3620,structural_heading,,
3622,integrated,R-3417,
3623,integrated,R-3417,cont.
3625,structural_heading,,
3627,integrated,R-3422,
3628,integrated,R-3422,cont.
3630,structural_heading,,horizontal rule
3632,structural_heading,,
3634,structural_heading,,
3636,nonoperative,,
3637,nonoperative,,
3638,nonoperative,,
3640,structural_heading,,
3642,nonoperative,,outcome summary (enforced via acceptance criteria)
3643,nonoperative,,outcome summary (enforced via acceptance criteria)
3644,nonoperative,,outcome summary (enforced via acceptance criteria)
3645,nonoperative,,outcome summary (enforced via acceptance criteria)
3646,nonoperative,,outcome summary (enforced via acceptance criteria)
3647,nonoperative,,outcome summary (enforced via acceptance criteria)
3648,nonoperative,,outcome summary (enforced via acceptance criteria)
3650,structural_heading,,
3652,integrated,R-3447,
3653,integrated,R-3448,
3654,integrated,R-3449,
3656,structural_heading,,
3658,nonoperative,,
3659,nonoperative,,
3660,nonoperative,,
3661,nonoperative,,
3662,nonoperative,,
3664,structural_heading,,
3666,nonoperative,,
3667,nonoperative,,
3668,nonoperative,,
3669,nonoperative,,
3671,structural_heading,,
3673,nonoperative,,
3675,structural_heading,,
3677,integrated,R-3472,
3678,integrated,R-3473,
3679,integrated,R-3474,
3680,integrated,R-3475,
3681,integrated,R-3475,cont.
3682,integrated,R-3477,
3683,integrated,R-3477,cont.
3685,integrated,R-3480,
3686,integrated,R-3481,
3687,integrated,R-3481,cont.
3688,integrated,R-3483,
3689,integrated,R-3483,cont.
3691,integrated,R-3486,
3692,integrated,R-3487,
3693,integrated,R-3488,
3694,integrated,R-3489,
3695,integrated,R-3489,cont.
3697,integrated,R-3492,
3698,integrated,R-3493,
3699,integrated,R-3493,cont.
3700,integrated,R-3495,
3701,integrated,R-3496,
3703,integrated,R-3498,
3704,integrated,R-3499,
3705,integrated,R-3500,
3706,integrated,R-3500,cont.
3708,integrated,R-3503,
3709,integrated,R-3504,
3710,integrated,R-3504,cont.
3711,integrated,R-3506,
3712,integrated,R-3507,
3714,integrated,R-3509,
3715,integrated,R-3510,
3716,integrated,R-3511,
3717,integrated,R-3511,cont.
3718,integrated,R-3513,
3719,integrated,R-3513,cont.
3720,integrated,R-3513,cont.
3721,integrated,R-3513,cont.
3722,integrated,R-3513,cont.
3723,integrated,R-3513,cont.
3724,integrated,R-3519,
3726,integrated,R-3521,
3727,integrated,R-3522,
3728,integrated,R-3523,
3729,integrated,R-3523,cont.
3730,integrated,R-3605,CR-0001: Phase 4 task 8 pre-registers the Section 6.7 family-overlay convergence design in the exhibit plan
3731,integrated,,continuation of R-3605
3732,integrated,,continuation of R-3605
3733,integrated,,continuation of R-3605
3734,integrated,,continuation of R-3605
3735,integrated,R-3525,
3736,integrated,R-3525,cont.
3737,integrated,R-3525,cont.
3738,integrated,R-3525,cont.
3739,integrated,R-3529,
3740,integrated,R-3529,cont.
3741,integrated,R-3529,cont.
3742,integrated,R-3529,cont.
3743,integrated,R-3529,cont.
3744,integrated,R-3529,cont.
3745,integrated,R-3535,
3747,integrated,R-3537,
3748,integrated,R-3538,
3749,integrated,R-3538,cont.
3750,integrated,R-3540,
3752,integrated,R-3542,
3753,integrated,R-3543,
3754,integrated,R-3543,cont.
3755,integrated,R-3755,CR-0003: name written eGSK except where an official cited title differs; capitalization of every GSK-family name frozen
3756,integrated,R-3755,continuation of R-3755
3757,integrated,R-3755,continuation of R-3755
3759,integrated,R-3546,
3760,integrated,R-3547,
3761,integrated,R-3547,cont.
3763,integrated,R-3635,CR-0002: Phase 4 task 12 extracts the presentation-conventions register; retitled and expanded by CR-0003 (three exemplars; structured comparative review under R-3768-CR0003)
3764,integrated,,continuation of R-3635; reworded by CR-0003 (reads three exemplars incl. jawad2024egsk)
3765,integrated,,continuation of R-3635; reworded by CR-0003 (reads three exemplars incl. jawad2024egsk)
3766,integrated,,continuation of R-3635; reworded by CR-0003 (reads three exemplars incl. jawad2024egsk)
3767,integrated,,continuation of R-3635; reworded by CR-0003 (reads three exemplars incl. jawad2024egsk)
3768,integrated,R-3768-CR0003,CR-0003: Phase 4 task 12 structured comparative review of all three exemplars covering the 21 named dimensions
3769,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3770,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3771,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3772,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3773,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3774,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3775,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3776,integrated,R-3768-CR0003,continuation of R-3768-CR0003
3777,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3778,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3779,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3780,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3781,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3782,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3783,integrated,R-3768-CR0003,"continuation of R-3768-CR0003 (per-dimension register: each exemplar's practice, adopted best practice, weaknesses to avoid; no mechanical copying)"
3784,integrated,,continuation of R-3635 (outline mapping to conventions)
3785,integrated,,continuation of R-3635 (outline mapping to conventions)
3787,structural_heading,,
3789,integrated,R-3552,
3790,integrated,R-3553,
3791,integrated,R-3554,
3792,integrated,R-3555,
3793,integrated,R-3556,
3794,integrated,R-3557,
3795,integrated,R-3558,
3796,integrated,R-3559,
3797,integrated,R-3560,
3798,integrated,R-3561,
3799,integrated,R-3562,
3800,integrated,R-3659,CR-0002: presentation_conventions.md is a required Phase 4 generated output
3801,integrated,R-3563,
3803,structural_heading,,
3805,integrated,R-3567,
3806,integrated,R-3567,cont.
3807,integrated,R-3569,
3808,integrated,R-3570,
3809,integrated,R-3571,
3810,integrated,R-3572,
3812,structural_heading,,
3814,integrated,R-3576,
3815,integrated,R-3577,
3816,integrated,R-3578,
3817,integrated,R-3579,
3819,structural_heading,,
3821,integrated,R-3583,
3822,integrated,R-3584,
3823,integrated,R-3585,
3824,integrated,R-3586,
3825,integrated,R-3587,
3827,structural_heading,,
3829,integrated,R-3591,
3830,integrated,R-3592,
3831,integrated,R-3593,
3832,integrated,R-3594,
3833,integrated,R-3595,
3834,integrated,R-3596,
3835,integrated,R-3597,
3837,structural_heading,,
3839,integrated,R-3601,
3840,integrated,R-3601,cont.
3842,structural_heading,,
3844,structural_heading,,table header
3845,structural_heading,,table rule
3846,nonoperative,,risk-table row (context)
3847,nonoperative,,risk-table row (context)
3848,nonoperative,,risk-table row (context)
3849,nonoperative,,risk-table row (context)
3851,structural_heading,,
3853,nonoperative,,assumption; tracked in assumption_register.csv
3854,nonoperative,,assumption; tracked in assumption_register.csv
3855,nonoperative,,assumption; tracked in assumption_register.csv
3857,structural_heading,,
3859,nonoperative,,"advisory mitigation, not mandatory"
3860,nonoperative,,"advisory mitigation, not mandatory"
3861,nonoperative,,"advisory mitigation, not mandatory"
3862,nonoperative,,"advisory mitigation, not mandatory"
3864,structural_heading,,
3866,integrated,R-3628,
3867,integrated,R-3628,cont.
3869,structural_heading,,
3871,integrated,R-3633,
3872,integrated,R-3633,cont.
3873,integrated,R-3633,cont.
3875,structural_heading,,horizontal rule
3877,structural_heading,,
3879,structural_heading,,
3881,nonoperative,,
3882,nonoperative,,
3883,nonoperative,,
3885,structural_heading,,
3887,nonoperative,,outcome summary (enforced via acceptance criteria)
3888,nonoperative,,outcome summary (enforced via acceptance criteria)
3889,nonoperative,,outcome summary (enforced via acceptance criteria)
3890,nonoperative,,outcome summary (enforced via acceptance criteria)
3891,nonoperative,,outcome summary (enforced via acceptance criteria)
3892,nonoperative,,outcome summary (enforced via acceptance criteria)
3893,nonoperative,,outcome summary (enforced via acceptance criteria)
3894,nonoperative,,outcome summary (enforced via acceptance criteria)
3896,structural_heading,,
3898,integrated,R-3660,
3899,integrated,R-3661,
3900,integrated,R-3662,
3901,integrated,R-3663,
3903,structural_heading,,
3905,nonoperative,,
3906,nonoperative,,
3907,nonoperative,,
3908,nonoperative,,
3909,nonoperative,,
3911,structural_heading,,
3913,nonoperative,,
3914,nonoperative,,
3915,nonoperative,,
3916,nonoperative,,
3918,structural_heading,,
3920,nonoperative,,
3922,structural_heading,,
3924,integrated,R-3686,
3925,integrated,R-3687,
3926,integrated,R-3688,
3927,integrated,R-3689,
3929,integrated,R-3691,
3930,integrated,R-3692,
3931,integrated,R-3692,cont.
3932,integrated,R-3694,
3934,integrated,R-3696,
3935,integrated,R-3697,
3936,integrated,R-3697,cont.
3937,integrated,R-3699,
3939,integrated,R-3701,
3940,integrated,R-3702,
3941,integrated,R-3702,cont.
3943,integrated,R-3705,
3944,integrated,R-3706,
3945,integrated,R-3707,
3946,integrated,R-3708,
3948,integrated,R-3710,
3949,integrated,R-3711,
3950,integrated,R-3712,
3951,integrated,R-3713,
3952,integrated,R-3714,
3954,integrated,R-3716,
3955,integrated,R-3717,
3956,integrated,R-3718,
3957,integrated,R-3718,cont.
3958,integrated,R-3720,
3960,integrated,R-3722,
3961,integrated,R-3723,
3962,integrated,R-3724,
3963,integrated,R-3724,cont.
3964,integrated,R-3724,cont.
3965,integrated,R-3727,
3967,integrated,R-3729,
3968,integrated,R-3730,
3969,integrated,R-3731,
3970,integrated,R-3732,
3972,integrated,R-3734,
3973,integrated,R-3735,
3974,integrated,R-3736,
3976,integrated,R-3738,
3977,integrated,R-3739,
3978,integrated,R-3739,cont.
3979,integrated,R-3741,
3981,integrated,R-3743,
3982,integrated,R-3744,
3983,integrated,R-3744,cont.
3985,integrated,R-3747,
3986,integrated,R-3748,
3987,integrated,R-3749,
3988,integrated,R-3750,
3990,integrated,R-3752,
3991,integrated,R-3753,
3992,integrated,R-3754,
3993,integrated,R-3754,cont.
3994,integrated,R-3754,cont.
3995,integrated,R-3757,
3997,integrated,R-3759,
3998,integrated,R-3760,
3999,integrated,R-3760,cont.
4001,integrated,R-3763,
4002,integrated,R-3764,
4003,integrated,R-3765,
4005,integrated,R-3767,
4006,integrated,R-3768,
4007,integrated,R-3768,cont.
4008,integrated,R-3768,cont.
4009,integrated,R-3771,
4010,integrated,R-3772,
4012,structural_heading,,
4014,integrated,R-3776,
4015,integrated,R-3777,
4016,integrated,R-3778,
4017,integrated,R-3779,
4018,integrated,R-3780,
4019,integrated,R-3781,
4020,integrated,R-3782,
4021,integrated,R-3783,
4022,integrated,R-3784,
4023,integrated,R-3785,
4025,structural_heading,,
4027,integrated,R-3789,
4028,integrated,R-3790,
4029,integrated,R-3791,
4030,integrated,R-3792,
4031,integrated,R-3793,
4032,integrated,R-3794,
4034,structural_heading,,
4036,integrated,R-3798,
4037,integrated,R-3799,
4038,integrated,R-3800,
4039,integrated,R-3801,
4041,structural_heading,,
4043,integrated,R-3805,
4044,integrated,R-3806,
4045,integrated,R-3807,
4046,integrated,R-3808,
4047,integrated,R-3809,
4048,integrated,R-3810,
4049,integrated,R-3811,
4051,structural_heading,,
4053,integrated,R-3815,
4054,integrated,R-3816,
4055,integrated,R-3817,
4056,integrated,R-3818,
4057,integrated,R-3819,
4058,integrated,R-3820,
4060,structural_heading,,
4062,integrated,R-3824,
4063,integrated,R-3824,cont R-3824
4065,structural_heading,,
4067,structural_heading,,table header
4068,structural_heading,,table separator
4069,nonoperative,,risk table row (context)
4070,nonoperative,,risk table row (context)
4071,nonoperative,,risk table row (context)
4072,nonoperative,,risk table row (context)
4073,nonoperative,,risk table row (context)
4075,structural_heading,,
4077,nonoperative,,assumption context
4078,nonoperative,,assumption context
4079,nonoperative,,assumption context
4081,structural_heading,,
4083,nonoperative,,mitigation context
4084,nonoperative,,mitigation context
4085,nonoperative,,mitigation context
4086,nonoperative,,mitigation context
4087,nonoperative,,mitigation context
4089,structural_heading,,
4091,integrated,R-3853,
4092,integrated,R-3853,cont R-3853
4093,integrated,R-3853,cont R-3853
4095,structural_heading,,
4097,integrated,R-3859,
4098,integrated,R-3859,cont R-3859
4100,structural_heading,,horizontal rule
4102,structural_heading,,
4104,structural_heading,,
4106,nonoperative,,
4107,nonoperative,,
4108,nonoperative,,
4110,structural_heading,,
4112,nonoperative,,outcome summary; enforced at acceptance
4113,nonoperative,,outcome summary; enforced at acceptance
4114,nonoperative,,
4115,nonoperative,,outcome summary; enforced at acceptance
4116,nonoperative,,outcome summary; enforced at acceptance
4117,nonoperative,,outcome summary; enforced at acceptance
4119,structural_heading,,
4121,integrated,R-3883,
4122,integrated,R-3884,
4123,integrated,R-3885,
4124,integrated,R-3886,
4125,integrated,R-3887,
4127,structural_heading,,
4129,nonoperative,,prerequisite listing
4130,nonoperative,,prerequisite listing
4131,nonoperative,,prerequisite listing
4132,nonoperative,,prerequisite listing
4133,nonoperative,,prerequisite listing
4135,structural_heading,,
4137,integrated,R-3899,restriction: reference-only inputs
4138,nonoperative,,input listing
4139,nonoperative,,input listing
4140,nonoperative,,input listing
4142,structural_heading,,
4144,integrated,R-3906,prohibition: no ablation input
4146,structural_heading,,
4148,integrated,R-3910,
4149,integrated,R-3911,
4150,integrated,R-3911,cont R-3911
4151,integrated,R-3913,
4153,integrated,R-3915,
4154,integrated,R-3916,
4155,integrated,R-3917,
4156,integrated,R-3918,
4157,integrated,R-3919,
4159,integrated,R-3921,
4160,integrated,R-3922,
4161,integrated,R-3923,
4162,integrated,R-3924,
4164,integrated,R-3926,
4166,structural_heading,,code fence delimiter
4167,integrated,R-3926,command spec for R-3926
4168,structural_heading,,code fence delimiter
4170,integrated,R-3932,
4171,integrated,R-3933,
4173,integrated,R-3935,
4175,structural_heading,,code fence delimiter
4176,integrated,R-3935,command spec for R-3935
4177,structural_heading,,code fence delimiter
4179,integrated,R-3941,
4181,integrated,R-3943,
4183,structural_heading,,code fence delimiter
4184,integrated,R-3943,command spec for R-3943
4185,structural_heading,,code fence delimiter
4187,integrated,R-3949,
4189,integrated,R-3951,
4190,integrated,R-3952,
4191,integrated,R-3953,
4192,integrated,R-3954,
4194,integrated,R-3956,
4195,integrated,R-3957,
4196,integrated,R-3958,
4198,integrated,R-3960,
4199,integrated,R-3961,
4200,integrated,R-3962,
4201,integrated,R-3963,
4202,integrated,R-3964,
4204,integrated,R-3966,
4205,integrated,R-3967,
4206,integrated,R-3968,
4208,integrated,R-3970,
4209,integrated,R-3971,
4210,integrated,R-3972,
4211,integrated,R-3973,
4213,integrated,R-3975,
4214,integrated,R-3976,
4215,integrated,R-3977,
4216,integrated,R-3978,
4218,integrated,R-3980,
4219,integrated,R-3981,
4220,integrated,R-3982,
4222,integrated,R-3984,
4223,integrated,R-3985,
4224,integrated,R-3985,cont R-3985
4225,integrated,R-3987,
4226,integrated,R-3988,
4228,integrated,R-3990,
4229,integrated,R-3991,
4230,integrated,R-3991,cont R-3991
4231,integrated,R-3993,
4233,integrated,R-3995,
4234,integrated,R-3996,
4235,integrated,R-3997,
4237,integrated,R-3999,
4238,integrated,R-4000,
4239,integrated,R-4000,cont R-4000
4240,integrated,R-4002,
4242,integrated,R-4004,
4243,integrated,R-4005,
4244,integrated,R-4006,
4245,integrated,R-4006,cont R-4006
4246,integrated,R-4008,
4248,integrated,R-4010,
4249,integrated,R-4011,
4250,integrated,R-4012,
4251,integrated,R-4013,
4253,integrated,R-4015,
4254,integrated,R-4016,
4255,integrated,R-4017,
4256,integrated,R-4018,
4258,integrated,R-4020,
4259,integrated,R-4021,
4260,integrated,R-4022,
4261,integrated,R-4023,
4263,integrated,R-4025,
4264,integrated,R-4026,
4265,integrated,R-4026,cont R-4026
4266,integrated,R-4028,
4267,integrated,R-4029,
4269,integrated,R-4031,
4270,integrated,R-4032,
4271,integrated,R-4032,cont R-4032
4272,integrated,R-4032,cont R-4032
4273,integrated,R-4032,cont R-4032
4274,integrated,R-4032,cont R-4032
4275,integrated,R-4037,
4276,integrated,R-4037,cont R-4037
4277,integrated,R-4039,
4279,structural_heading,,
4281,integrated,R-4043,
4282,integrated,R-4043,cont R-4043
4283,integrated,R-4045,
4284,integrated,R-4045,cont R-4045
4285,integrated,R-4047,
4286,integrated,R-4048,
4287,integrated,R-4049,
4288,integrated,R-4050,
4289,integrated,R-4051,
4290,integrated,R-4052,
4291,integrated,R-4053,
4292,integrated,R-4054,
4293,integrated,R-4055,
4294,integrated,R-4056,
4295,integrated,R-4057,
4296,integrated,R-4058,
4297,integrated,R-4059,
4299,structural_heading,,
4301,integrated,R-4063,
4302,integrated,R-4064,
4303,integrated,R-4065,
4304,integrated,R-4066,
4305,integrated,R-4067,
4306,integrated,R-4068,
4307,integrated,R-4069,
4308,integrated,R-4070,
4309,integrated,R-4071,
4311,structural_heading,,
4313,integrated,R-4075,
4314,integrated,R-4076,
4315,integrated,R-4077,
4316,integrated,R-4078,
4318,structural_heading,,
4320,integrated,R-4082,
4321,integrated,R-4083,
4322,integrated,R-4084,
4323,integrated,R-4085,
4324,integrated,R-4086,
4325,integrated,R-4087,
4326,integrated,R-4088,
4328,structural_heading,,
4330,integrated,R-4092,
4331,integrated,R-4093,
4332,integrated,R-4094,
4333,integrated,R-4095,
4334,integrated,R-4096,
4335,integrated,R-4097,
4336,integrated,R-4098,
4338,structural_heading,,
4340,integrated,R-4102,
4341,integrated,R-4102,cont R-4102
4343,structural_heading,,
4345,structural_heading,,table header
4346,structural_heading,,table separator
4347,nonoperative,,risk table row (context)
4348,nonoperative,,risk table row (context)
4349,nonoperative,,risk table row (context)
4350,nonoperative,,risk table row (context)
4351,nonoperative,,risk table row (context)
4353,structural_heading,,
4355,nonoperative,,assumption context
4356,nonoperative,,assumption context
4357,nonoperative,,assumption context
4359,structural_heading,,
4361,nonoperative,,mitigation context
4362,nonoperative,,mitigation context
4363,nonoperative,,mitigation context
4364,nonoperative,,mitigation context
4365,nonoperative,,mitigation context
4367,structural_heading,,
4369,integrated,R-4131,
4370,integrated,R-4131,cont R-4131
4371,integrated,R-4131,cont R-4131
4373,structural_heading,,
4375,integrated,R-4137,
4376,integrated,R-4137,cont R-4137
4377,integrated,R-4137,cont R-4137
4379,structural_heading,,horizontal rule
4381,structural_heading,,
4383,structural_heading,,
4385,nonoperative,,
4386,nonoperative,,
4387,nonoperative,,
4389,structural_heading,,
4391,nonoperative,,outcome summary; enforced at acceptance
4392,nonoperative,,outcome summary; enforced at acceptance
4393,nonoperative,,outcome summary; enforced at acceptance
4394,nonoperative,,outcome summary; enforced at acceptance
4395,nonoperative,,outcome summary; enforced at acceptance
4396,nonoperative,,outcome summary; enforced at acceptance
4398,structural_heading,,
4400,integrated,R-4162,
4401,integrated,R-4163,
4402,integrated,R-4164,
4403,integrated,R-4164,cont R-4164
4404,integrated,R-4166,
4405,integrated,R-4167,
4407,structural_heading,,
4409,nonoperative,,prerequisite listing
4410,nonoperative,,prerequisite listing
4411,nonoperative,,prerequisite listing
4412,nonoperative,,prerequisite listing
4413,nonoperative,,prerequisite listing
4414,nonoperative,,
4415,nonoperative,,
4417,structural_heading,,
4419,nonoperative,,input listing
4420,nonoperative,,input listing
4421,nonoperative,,input listing
4422,nonoperative,,input listing
4423,nonoperative,,
4424,nonoperative,,input listing
4426,structural_heading,,
4428,integrated,R-4190,prohibition: no Phase 12 ablation source
4430,structural_heading,,
4432,integrated,R-4194,
4433,integrated,R-4195,
4434,integrated,R-4196,
4435,integrated,R-4196,cont R-4196
4436,integrated,R-4198,
4437,integrated,R-4198,cont R-4198
4438,integrated,R-4198,cont R-4198
4439,integrated,R-4198,cont R-4198
4440,integrated,R-4198,cont R-4198
4441,integrated,R-4203,
4442,integrated,R-4203,cont R-4203
4443,integrated,R-4203,cont R-4203
4444,integrated,R-4203,cont R-4203
4445,integrated,R-4207,
4447,integrated,R-4209,
4449,structural_heading,,code fence delimiter
4450,integrated,R-4209,command spec for R-4209
4451,integrated,R-4209,command spec for R-4209
4452,integrated,R-4209,command spec for R-4209
4453,structural_heading,,code fence delimiter
4455,integrated,R-4217,
4456,integrated,R-4217,cont R-4217
4457,integrated,R-4217,cont R-4217
4458,integrated,R-4217,cont R-4217
4459,integrated,R-4217,cont R-4217
4460,integrated,R-4217,cont R-4217
4461,integrated,R-4223,
4462,integrated,R-4223,cont R-4223
4463,integrated,R-4223,cont R-4223
4464,integrated,R-4223,cont R-4223
4465,integrated,R-4223,cont R-4223
4466,integrated,R-4223,cont R-4223
4467,integrated,R-4229,
4468,integrated,R-4230,
4470,integrated,R-4232,
4472,structural_heading,,code fence delimiter
4473,integrated,R-4232,command spec for R-4232
4474,integrated,R-4232,command spec for R-4232
4475,integrated,R-4232,command spec for R-4232
4476,integrated,R-4232,command spec for R-4232
4477,integrated,R-4232,command spec for R-4232
4478,structural_heading,,code fence delimiter
4480,integrated,R-4242,
4481,integrated,R-4340-CR0001,CR-0001: Phase 7 task 3 completes the Section 8.5 family-overlay tooling task before rendering; seven-series validation
4482,integrated,,continuation of R-4340-CR0001
4483,integrated,,continuation of R-4340-CR0001
4484,integrated,,continuation of R-4340-CR0001
4485,integrated,,continuation of R-4340-CR0001
4486,integrated,,continuation of R-4340-CR0001
4487,integrated,R-4243,
4488,integrated,R-4243,cont R-4243
4489,integrated,R-4243,cont R-4243
4490,integrated,R-4243,cont R-4243
4491,integrated,R-4243,cont R-4243
4492,integrated,R-4248,
4494,integrated,R-4250,
4496,structural_heading,,code fence delimiter
4497,integrated,R-4250,command spec for R-4250
4498,integrated,R-4250,command spec for R-4250
4499,integrated,R-4250,command spec for R-4250
4500,integrated,R-4250,command spec for R-4250
4501,integrated,R-4250,command spec for R-4250
4502,structural_heading,,code fence delimiter
4504,integrated,R-4260,
4505,integrated,R-4261,
4506,integrated,R-4261,cont R-4261
4508,integrated,R-4264,
4509,integrated,R-4265,
4510,integrated,R-4266,
4511,integrated,R-4267,
4513,integrated,R-4269,
4514,integrated,R-4270,
4515,integrated,R-4270,cont R-4270
4516,integrated,R-4272,
4517,integrated,R-4272,cont R-4272
4518,integrated,R-4274,
4520,integrated,R-4276,
4521,integrated,R-4277,
4522,integrated,R-4277,cont R-4277
4524,integrated,R-4280,
4525,integrated,R-4281,
4526,integrated,R-4281,cont R-4281
4527,integrated,R-4283,
4529,integrated,R-4285,
4530,integrated,R-4286,
4531,integrated,R-4287,
4533,integrated,R-4289,
4534,integrated,R-4290,
4535,integrated,R-4291,
4537,integrated,R-4293,
4538,integrated,R-4294,
4539,integrated,R-4294,cont R-4294
4540,integrated,R-4294,cont R-4294
4541,integrated,R-4294,cont R-4294
4542,integrated,R-4298,
4543,integrated,R-4298,cont R-4298
4545,integrated,R-4301,
4546,integrated,R-4302,
4547,integrated,R-4303,
4548,integrated,R-4304,
4550,integrated,R-4306,
4551,integrated,R-4307,
4552,integrated,R-4308,
4554,integrated,R-4310,
4555,integrated,R-4311,
4556,integrated,R-4312,
4557,integrated,R-4313,
4559,structural_heading,,
4561,integrated,R-4317,
4562,integrated,R-4318,
4563,integrated,R-4319,
4564,integrated,R-4320,
4565,integrated,R-4321,
4566,integrated,R-4322,
4567,integrated,R-4323,
4568,integrated,R-4324,
4570,structural_heading,,
4572,integrated,R-4328,
4573,integrated,R-4329,
4574,integrated,R-4330,
4575,integrated,R-4331,
4576,integrated,R-4332,
4577,integrated,R-4333,
4578,integrated,R-4578-CR0003,"CR-0003: automated figure-QA checks (overflow, clipped text, legends, fonts, ordering, labels, missing/duplicate curves, empty panels, scaling, raster compression)"
4579,integrated,R-4578-CR0003,continuation of R-4578-CR0003
4580,integrated,R-4578-CR0003,continuation of R-4578-CR0003
4581,integrated,R-4578-CR0003,continuation of R-4578-CR0003
4582,integrated,R-4578-CR0003,continuation of R-4578-CR0003
4583,integrated,R-4583,CR-0003: recorded visual inspection pass over every figure
4584,integrated,R-4334,
4586,structural_heading,,
4588,integrated,R-4338,
4589,integrated,R-4339,
4590,integrated,R-4340,
4591,integrated,R-4341,
4592,integrated,R-4342,
4594,structural_heading,,
4596,integrated,R-4346,
4597,integrated,R-4347,
4598,integrated,R-4348,
4599,integrated,R-4349,
4600,integrated,R-4350,
4601,integrated,R-4351,
4603,structural_heading,,
4605,integrated,R-4355,
4606,integrated,R-4356,
4607,integrated,R-4357,
4608,integrated,R-4358,
4609,integrated,R-4359,
4610,integrated,R-4360,
4611,integrated,R-4361,
4613,structural_heading,,
4615,integrated,R-4365,
4616,integrated,R-4365,cont R-4365
4618,structural_heading,,
4620,structural_heading,,table header
4621,structural_heading,,table separator
4622,nonoperative,,risk table row (context)
4623,nonoperative,,risk table row (context)
4624,nonoperative,,risk table row (context)
4625,nonoperative,,risk table row (context)
4626,nonoperative,,risk table row (context)
4628,structural_heading,,
4630,nonoperative,,assumption context
4631,nonoperative,,assumption context
4632,nonoperative,,assumption context
4634,structural_heading,,
4636,nonoperative,,mitigation context
4637,nonoperative,,mitigation context
4638,nonoperative,,mitigation context
4639,nonoperative,,mitigation context
